edges,prim_1,kruskal_1,prim_5,kruskal_5,prim_9,kruskal_9
470,0.009341900000000791,0.015748699999999616,0.023110200000001413,0.015295399999999404,0.034017600000000314,0.019497599999999338

480,0.009288999999998993,0.01859400000000022,0.02319530000000114,0.019012800000000496,0.03853100000000076,0.02133010000000013

490,0.009798199999998758,0.02043620000000068,0.024241699999999256,0.017287100000000777,0.03640339999999931,0.037633099999998976

500,0.01502400000000037,0.027976699999999965,0.041064000000000433,0.025990600000000086,0.05288900000000041,0.0255421000000009

510,0.016138400000000885,0.02355400000000074,0.04029180000000032,0.03034079999999939,0.04023729999999759,0.020929200000001202

520,0.0108984999999997,0.018809799999999655,0.02739700000000056,0.02103130000000064,0.04155739999999852,0.022862599999999844

530,0.011100300000002505,0.02658879999999897,0.028149700000000166,0.01893039999999857,0.04275639999999825,0.01974119999999857

540,0.011589499999999475,0.02130600000000271,0.02799280000000337,0.022877799999999837,0.04261289999999818,0.029106800000000987

550,0.011886600000000414,0.02123900000000134,0.030235199999999907,0.02152630000000144,0.07163140000000112,0.028072699999999173

560,0.011725999999999459,0.02322839999999715,0.049331000000002234,0.03905110000000178,0.046280800000001676,0.02710530000000233

570,0.012626699999998436,0.026891900000002522,0.03220460000000003,0.023502100000001747,0.049370400000000814,0.02818059999999889

580,0.012621100000000496,0.025239500000001414,0.03293389999999974,0.027038799999999696,0.05084759999999733,0.030821700000000618

590,0.012633199999999789,0.02367359999999863,0.03382249999999942,0.030216400000000476,0.05049980000000076,0.030375500000001665

600,0.013207000000001301,0.026376599999998973,0.03529829999999734,0.03002090000000024,0.05192939999999879,0.03286720000000187

610,0.013487300000001312,0.02837249999999969,0.0575006000000009,0.03786759999999845,0.05464930000000123,0.030109700000000572

620,0.014070199999999033,0.02686389999999861,0.03727230000000148,0.02890920000000108,0.056232200000000176,0.03794849999999883

630,0.013708499999999901,0.034495199999998505,0.03689929999999819,0.029509499999999633,0.057719000000002296,0.032424999999999926

640,0.014477899999999266,0.037396399999998664,0.03895879999999963,0.03518020000000277,0.05965099999999879,0.042830699999999666

650,0.015285700000003288,0.03241600000000133,0.03889100000000312,0.03320150000000055,0.06166839999999851,0.03959719999999933

660,0.01588339999999988,0.03554689999999994,0.041575599999994495,0.033041400000001886,0.06263499999999311,0.03770399999999796

670,0.015645800000001486,0.035175999999999874,0.04196670000000324,0.033597800000002565,0.06469380000000058,0.0375075000000038

680,0.016078899999996565,0.03852200000000039,0.04206870000000151,0.04007810000000234,0.06472639999999785,0.03803020000000146

690,0.016654899999998918,0.03821969999999908,0.044559800000001815,0.04126089999999749,0.06800450000000069,0.044973699999999894

700,0.017189300000005403,0.03915920000000028,0.044541199999997616,0.037295300000003806,0.11630260000000447,0.06364219999999676

710,0.026183500000001914,0.06436020000000298,0.049034900000002324,0.04605560000000253,0.07051630000000131,0.04792659999999671

720,0.01811819999999642,0.04367830000000339,0.048342200000000446,0.0416517999999968,0.07377340000000032,0.04657129999999654

730,0.01996409999999571,0.04670850000000115,0.04895489999999825,0.03967370000000159,0.072945500000003,0.04633980000000548

740,0.018392800000000875,0.04519820000000152,0.048661899999999036,0.04180629999999752,0.07611140000000205,0.0574198999999993

750,0.0189029000000005,0.04772579999999493,0.052345799999997666,0.049397100000000194,0.08143019999999979,0.050119299999998645

760,0.02024579999999787,0.0466368000000017,0.052707999999995536,0.04776549999999702,0.07952250000000305,0.05095620000000167

770,0.03202249999999651,0.06395450000000125,0.05290939999999722,0.05501260000000485,0.08178970000000163,0.05470499999999845

780,0.02107819999999805,0.04367710000000358,0.056082899999999825,0.05464190000000002,0.1317979999999963,0.05464179999999885

790,0.019911299999996857,0.04670090000000471,0.0852043000000009,0.07799729999999983,0.1046507999999946,0.05460570000000331

800,0.021249100000005683,0.04930840000000103,0.05718180000000217,0.04766740000000169,0.08845269999999772,0.05943510000000174

810,0.020438299999995024,0.04777870000000206,0.05775090000000205,0.05380230000000097,0.08981119999999976,0.056687699999997676

820,0.02320399999999978,0.053757300000000896,0.05917989999999662,0.056943199999999194,0.09145910000000157,0.06879999999999598

830,0.022686299999996606,0.053115399999995816,0.06102840000000498,0.061651400000002354,0.09125589999999306,0.06207340000000272

840,0.022332900000009204,0.057638099999991255,0.06306439999998759,0.07380560000000003,0.09732180000000312,0.06543119999999192

850,0.023236400000001822,0.053834100000003104,0.06460940000000903,0.06182579999999405,0.09643789999999797,0.06455909999999676

860,0.022951100000000224,0.06497790000000236,0.06440329999999506,0.06238169999998888,0.10083380000000375,0.06529360000000395

870,0.02363890000000879,0.05886560000000429,0.06767100000000426,0.06397100000000933,0.1012072000000046,0.10156270000000234

880,0.044323300000002064,0.05932300000000623,0.06738529999999798,0.06561839999999108,0.10415629999999965,0.07275340000001052

890,0.024759299999999484,0.0651471999999984,0.0701792999999924,0.06858040000000187,0.1052242000000092,0.07517939999999612

900,0.025564500000001544,0.06076050000000066,0.06984549999999956,0.06781700000000512,0.10859940000000279,0.07988830000000746

910,0.025803899999999658,0.06385190000000307,0.07059379999999749,0.06906449999999609,0.10923359999999604,0.08188839999999686

920,0.02608990000000233,0.06159340000000668,0.07068060000000287,0.07212640000000192,0.11282980000000009,0.0974630999999988

930,0.02677700000000982,0.06962839999999915,0.07526689999998837,0.07172339999999622,0.1167968999999971,0.10948059999999771

940,0.029276199999998198,0.06739349999999433,0.08220580000001121,0.08748839999999802,0.1201098000000087,0.0843946000000102

950,0.02911949999999308,0.07432869999999525,0.07544599999999946,0.07808300000000656,0.11837979999999959,0.12520860000000766

960,0.02780060000000617,0.07623999999999853,0.08004840000000968,0.08120439999999007,0.12110429999999894,0.08442569999999705

970,0.02835460000000012,0.06930029999999476,0.08239800000001196,0.08201449999999966,0.1263768999999968,0.09074800000000494

980,0.029323900000008507,0.08000759999998763,0.08355960000000096,0.08731899999999371,0.12659259999999506,0.08547670000000096

990,0.029034500000008734,0.07264620000000832,0.08459940000000188,0.08710700000000315,0.1308523000000008,0.0901035000000121

1000,0.030002500000009036,0.08022719999999595,0.08339019999999664,0.09177060000000381,0.13483869999998888,0.09925769999999545

